order_id,order_date,customer_id,region,category,product_name,quantity,unit_price,discount,revenue,returned
ORD-10589,2024-03-02,CUST-3153,North,Clothing,Running Shoes,3,109.99,0.1,296.97,False
ORD-13636,2024-12-15,CUST-3830,South,Clothing,Yoga Pants,2,44.99,,80.98,False
ORD-11814,2024-02-15,CUST-3115,East,Clothing,Denim Jeans,4,59.99,0.25,179.97,False
ORD-12501,2024-11-10,CUST-1060,North,Clothing,Cotton T-Shirt,1,24.99,0.15,21.24,False
ORD-10658,2024-09-01,CUST-4316,South,Clothing,Winter Jacket,1,149.99,0.0,149.99,False
ORD-13879,2024-03-20,CUST-3895,East,Clothing,Running Shoes,1,109.99,0.0,109.99,False
ORD-10020,2024-08-23,CUST-1595,North,Home & Garden,Throw Blanket,1,49.99,0.05,47.49,False
ORD-11235,2024-05-10,CUST-4556,South,Home & Garden,Air Purifier,2,159.99,0.05,303.98,False
ORD-14147,2024-05-24,CUST-1619,West,Clothing,Wool Sweater,2,79.99,0.1,143.98,False
ORD-12258,2024-04-22,CUST-1698,North,Electronics,USB-C Hub,1,39.99,0.05,37.99,False
ORD-11644,2024-02-12,CUST-3178,South,Clothing,Casual Sneakers,2,89.99,0.05,170.98,False
ORD-10540,2024-12-04,CUST-1897,North,Electronics,Mechanical Keyboard,2,129.99,0.0,259.98,False
ORD-13705,2024-12-09,CUST-4387,West,Clothing,Yoga Pants,2,44.99,,80.98,False
ORD-13422,2024-11-09,CUST-2096,North,Clothing,Winter Jacket,1,149.99,0.0,149.99,False
ORD-14747,2024-01-04,CUST-2531,East,Home & Garden,LED Desk Lamp,2,44.99,0.1,80.98,True
ORD-11242,2024-11-18,CUST-4964,East,Home & Garden,Scented Candles,2,19.99,0.05,37.98,False
ORD-12614,2024-04-03,CUST-3163,South,Clothing,Denim Jeans,1,59.99,0.0,59.99,False
ORD-10580,2024-06-25,CUST-1295,East,Home & Garden,Throw Blanket,2,49.99,0.0,99.98,False
ORD-11286,2024-02-20,CUST-2123,South,Electronics,Mechanical Keyboard,1,129.99,0.0,129.99,False
ORD-14250,2024-05-08,CUST-4816,North,Home & Garden,Throw Blanket,2,49.99,0.0,99.98,False
ORD-14825,2024-03-10,CUST-4300,South,Clothing,Casual Sneakers,5,89.99,0.05,427.45,False
ORD-10479,2024-07-18,CUST-4807,East,Electronics,Webcam HD,3,79.99,0.0,239.97,False
ORD-12674,2024-12-11,CUST-3231,East,Electronics,Mechanical Keyboard,3,129.99,0.1,350.97,False
ORD-14218,2024-10-23,CUST-2487,South,Home & Garden,Storage Organizer,1,29.99,0.0,29.99,False
ORD-10063,2024-05-02,CUST-4988,North,Home & Garden,Wall Clock,2,39.99,0.05,75.98,True
ORD-13596,2024-03-09,CUST-1392,South,Home & Garden,Coffee Maker,3,69.99,0.0,209.97,False
ORD-11373,2024-06-15,CUST-1414,West,Clothing,Denim Jeans,1,59.99,0.2,47.99,False
ORD-13161,2024-01-07,CUST-4297,West,Clothing,Running Shoes,2,109.99,0.25,164.98,False
ORD-14977,2024-03-05,CUST-1742,South,Clothing,Yoga Pants,1,44.99,0.0,44.99,False
ORD-11121,2024-12-23,CUST-3983,North,Home & Garden,Plant Pot Set,2,34.99,0.0,69.98,False
ORD-10259,2024-02-13,CUST-2436,South,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-10705,2024-12-09,CUST-3303,North,Electronics,Bluetooth Speaker,4,59.99,0.0,239.96,False
ORD-12763,2024-06-20,CUST-2177,South,Home & Garden,LED Desk Lamp,4,44.99,0.0,179.96,False
ORD-10439,2024-02-15,CUST-2218,West,Clothing,Yoga Pants,1,44.99,0.2,35.99,False
ORD-13155,2024-09-02,CUST-3954,East,Clothing,Cotton T-Shirt,5,24.99,0.05,118.7,False
ORD-11767,2024-06-01,CUST-3023,East,Home & Garden,LED Desk Lamp,4,44.99,0.1,161.96,False
ORD-12783,2024-11-16,CUST-1130,South,Clothing,Denim Jeans,5,59.99,0.1,269.96,False
ORD-10924,2024-06-28,CUST-2606,North,Home & Garden,Throw Blanket,1,49.99,0.0,49.99,False
ORD-14762,2024-10-22,CUST-2509,North,Clothing,Casual Sneakers,2,89.99,0.0,179.98,False
ORD-11483,2024-01-26,CUST-1340,South,Electronics,Webcam HD,3,79.99,0.1,215.97,False
ORD-13230,2024-07-08,CUST-3791,South,Electronics,Wireless Headphones,5,89.99,0.0,449.95,False
ORD-11134,2024-10-25,CUST-4848,East,Clothing,Yoga Pants,4,44.99,0.05,170.96,False
ORD-11108,2024-10-09,CUST-3176,West,Clothing,Cotton T-Shirt,2,24.99,0.15,42.48,False
ORD-13592,2024-07-12,CUST-1133,South,Clothing,Winter Jacket,1,149.99,0.1,134.99,False
ORD-14426,2024-03-28,CUST-2881,East,Home & Garden,Air Purifier,2,159.99,0.05,303.98,False
ORD-12756,2024-06-02,CUST-3952,West,Clothing,Casual Sneakers,3,89.99,0.1,242.97,False
ORD-11542,2024-07-05,CUST-3733,East,Clothing,Yoga Pants,3,44.99,0.15,114.72,False
ORD-10587,2024-02-12,CUST-3864,East,Home & Garden,Storage Organizer,1,29.99,0.0,29.99,False
ORD-10768,2024-05-13,CUST-4378,North,Electronics,Laptop Stand,2,49.99,0.0,99.98,False
ORD-14292,2024-07-01,CUST-1230,North,Clothing,Denim Jeans,2,59.99,0.2,95.98,False
ORD-11085,2024-06-06,CUST-3052,North,Clothing,Rain Coat,2,119.99,0.2,191.98,True
ORD-11820,2024-03-18,CUST-4778,East,Home & Garden,Throw Blanket,2,49.99,0.0,99.98,False
ORD-12086,2024-02-07,CUST-1566,East,Home & Garden,Coffee Maker,5,69.99,0.05,332.45,False
ORD-14425,2024-05-03,CUST-2793,East,Clothing,Cotton T-Shirt,2,24.99,0.05,47.48,False
ORD-14197,2024-04-01,CUST-2290,East,Clothing,Winter Jacket,4,149.99,0.0,599.96,True
ORD-11881,2024-12-06,CUST-1376,South,Electronics,Laptop Stand,1,49.99,0.0,49.99,False
ORD-10637,2024-04-12,CUST-4570,North,Electronics,USB-C Hub,2,39.99,0.15,67.98,False
ORD-13065,2024-04-13,CUST-3267,North,Electronics,Smart Watch,3,199.99,0.0,599.97,False
ORD-14017,2024-12-09,CUST-3243,East,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-14107,2024-01-23,CUST-1435,South,Home & Garden,Throw Blanket,1,49.99,0.05,47.49,False
ORD-13404,2024-10-13,CUST-2128,West,Home & Garden,Storage Organizer,1,29.99,0.05,28.49,False
ORD-14256,2024-12-21,CUST-1563,South,Home & Garden,LED Desk Lamp,2,44.99,0.05,85.48,False
ORD-14589,2024-10-16,CUST-1135,West,Clothing,Winter Jacket,1,149.99,0.2,119.99,False
ORD-13387,2024-07-27,CUST-3519,South,Clothing,Winter Jacket,1,149.99,0.0,149.99,True
ORD-10062,2024-11-13,CUST-2660,North,Electronics,LED Monitor,2,299.99,0.0,599.98,False
ORD-13610,2024-08-09,CUST-2338,North,Home & Garden,Throw Blanket,1,49.99,0.05,47.49,False
ORD-12652,2024-05-26,CUST-3282,South,Home & Garden,LED Desk Lamp,2,44.99,0.05,85.48,False
ORD-10157,2024-11-10,CUST-1007,East,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-10438,2024-10-13,CUST-2708,South,Electronics,Webcam HD,3,79.99,0.0,239.97,False
ORD-13992,2024-10-05,CUST-1549,East,Home & Garden,Scented Candles,1,19.99,0.0,19.99,False
ORD-13777,2024-07-19,CUST-2391,South,Clothing,Running Shoes,2,109.99,0.05,208.98,False
ORD-12323,2024-04-16,CUST-1759,North,Home & Garden,LED Desk Lamp,1,44.99,0.1,40.49,False
ORD-13783,2024-11-15,CUST-4894,South,Clothing,Cotton T-Shirt,1,24.99,0.2,19.99,False
ORD-12019,2024-09-23,CUST-2219,South,Electronics,Webcam HD,1,79.99,0.0,79.99,False
ORD-11727,2024-12-27,CUST-1844,North,Electronics,Wireless Headphones,3,89.99,,269.97,True
ORD-14052,2024-11-28,CUST-2288,South,Clothing,Denim Jeans,3,59.99,0.25,134.98,False
ORD-14795,2024-05-11,CUST-2521,North,Electronics,Webcam HD,1,79.99,0.1,71.99,False
ORD-12001,2024-04-20,CUST-2368,North,Home & Garden,Wall Clock,3,39.99,0.05,113.97,False
ORD-13658,2024-08-17,CUST-4737,South,Electronics,USB-C Hub,1,39.99,0.0,39.99,False
ORD-12993,2024-05-10,CUST-3569,North,Electronics,Bluetooth Speaker,3,59.99,0.05,170.97,False
ORD-13529,2024-06-25,CUST-1489,South,Electronics,Webcam HD,2,79.99,0.0,159.98,False
ORD-12321,2024-10-20,CUST-4358,South,Home & Garden,Coffee Maker,1,69.99,0.05,66.49,False
ORD-10012,2024-11-07,CUST-4596,East,Clothing,Yoga Pants,5,44.99,0.2,179.96,False
ORD-14296,2024-02-23,CUST-4634,North,Electronics,Mechanical Keyboard,1,129.99,0.0,129.99,False
ORD-14602,2024-12-09,CUST-2601,East,Electronics,Webcam HD,1,79.99,0.1,71.99,False
ORD-10140,2024-12-07,CUST-3865,North,Clothing,Running Shoes,1,109.99,0.0,109.99,False
ORD-12950,2024-11-01,CUST-1560,West,Electronics,Smart Watch,1,199.99,0.1,179.99,True
ORD-11895,2024-10-16,CUST-1752,East,Clothing,Cotton T-Shirt,2,24.99,0.25,37.48,False
ORD-14829,2024-07-12,CUST-4858,East,Clothing,Denim Jeans,3,59.99,0.0,179.97,False
ORD-13068,2024-04-18,CUST-3762,North,Home & Garden,LED Desk Lamp,2,44.99,0.0,89.98,False
ORD-13498,2024-03-16,CUST-1310,West,Electronics,Bluetooth Speaker,1,59.99,0.05,56.99,False
ORD-13768,2024-03-25,CUST-2418,North,Home & Garden,Plant Pot Set,2,34.99,0.05,66.48,False
ORD-11054,2024-12-26,CUST-3272,East,Clothing,Casual Sneakers,5,89.99,0.2,359.96,False
ORD-13655,2024-03-01,CUST-1063,West,Clothing,Cotton T-Shirt,2,24.99,0.1,44.98,False
ORD-11837,2024-05-07,CUST-1652,South,Home & Garden,Coffee Maker,4,69.99,0.0,279.96,False
ORD-14688,2024-07-15,CUST-1560,North,Clothing,Denim Jeans,3,59.99,0.0,179.97,False
ORD-14035,2024-12-10,CUST-1301,North,Home & Garden,Plant Pot Set,2,34.99,0.0,69.98,False
ORD-13046,2024-06-05,CUST-1361,North,Home & Garden,Plant Pot Set,1,34.99,0.1,31.49,False
ORD-11180,2024-12-05,CUST-1544,East,Home & Garden,Wall Clock,1,39.99,0.0,39.99,False
ORD-11310,2024-02-21,CUST-1057,East,Electronics,LED Monitor,1,299.99,0.0,299.99,False
ORD-11935,2024-11-02,CUST-1348,North,Home & Garden,Coffee Maker,3,69.99,0.0,209.97,True
ORD-14554,2024-06-18,CUST-4475,North,Clothing,Casual Sneakers,3,89.99,0.1,242.97,False
ORD-10109,2024-01-20,CUST-3501,West,Electronics,Webcam HD,2,79.99,0.05,151.98,False
ORD-14792,2024-01-08,CUST-2684,West,Electronics,Bluetooth Speaker,3,59.99,0.0,179.97,False
ORD-14456,2024-10-08,CUST-2161,West,Home & Garden,Plant Pot Set,1,34.99,0.0,34.99,False
ORD-14674,2024-05-09,CUST-3171,East,Clothing,Running Shoes,1,109.99,0.1,98.99,False
ORD-14669,2024-10-23,CUST-1508,North,Clothing,Denim Jeans,1,59.99,0.25,44.99,False
ORD-10689,2024-03-28,CUST-2692,East,Clothing,Wool Sweater,2,79.99,0.05,151.98,False
ORD-14533,2024-04-09,CUST-4238,South,Clothing,Casual Sneakers,3,89.99,0.0,269.97,False
ORD-12536,2024-10-20,CUST-1100,West,Electronics,Mechanical Keyboard,1,129.99,0.0,129.99,False
ORD-12949,2024-12-18,CUST-4012,South,Clothing,Wool Sweater,1,79.99,0.15,67.99,False
ORD-14116,2024-12-17,CUST-2517,North,Electronics,Laptop Stand,1,49.99,0.05,47.49,False
ORD-10652,2024-08-17,CUST-2905,West,Electronics,Laptop Stand,1,49.99,0.0,49.99,False
ORD-13554,2024-02-27,CUST-2665,East,Home & Garden,Throw Blanket,1,49.99,0.05,47.49,False
ORD-13882,2024-12-24,CUST-3998,South,Clothing,Running Shoes,1,109.99,0.25,82.49,False
ORD-10590,2024-02-21,CUST-4465,North,Home & Garden,Throw Blanket,3,49.99,0.0,149.97,False
ORD-13314,2024-03-08,CUST-3745,South,Home & Garden,Wall Clock,3,39.99,0.0,119.97,False
ORD-13153,2024-06-23,CUST-2569,North,Home & Garden,Wall Clock,1,39.99,0.0,39.99,False
ORD-10895,2024-03-13,CUST-2023,North,Home & Garden,Throw Blanket,4,49.99,0.05,189.96,False
ORD-13256,2024-10-02,CUST-4486,South,Home & Garden,Plant Pot Set,2,34.99,0.05,66.48,False
ORD-13495,2024-12-25,CUST-1568,North,Electronics,Laptop Stand,3,49.99,0.0,291.52,False
ORD-12720,2024-12-25,CUST-4345,West,Clothing,Rain Coat,1,119.99,0.2,95.99,False
ORD-10127,2024-12-19,CUST-4371,East,Electronics,USB-C Hub,1,39.99,0.0,39.99,False
ORD-10117,2024-03-06,CUST-4789,South,Clothing,Wool Sweater,2,79.99,0.15,135.98,False
ORD-12094,2024-04-24,CUST-1283,North,Home & Garden,Wall Clock,1,39.99,0.0,39.99,False
ORD-11289,2024-01-04,CUST-3325,South,Electronics,Webcam HD,5,79.99,0.0,399.95,False
ORD-13859,2024-11-19,CUST-3997,West,Home & Garden,Coffee Maker,2,69.99,0.0,139.98,False
ORD-10514,2024-01-28,CUST-4048,East,Clothing,Denim Jeans,1,59.99,0.0,59.99,False
ORD-14846,2024-12-16,CUST-2263,West,Home & Garden,Air Purifier,1,159.99,0.05,151.99,False
ORD-13641,2024-12-27,CUST-1200,South,Clothing,Cotton T-Shirt,1,24.99,0.0,24.99,False
ORD-14370,2024-03-24,CUST-1949,North,Clothing,Rain Coat,1,119.99,0.0,119.99,False
ORD-14541,2024-07-18,CUST-1208,East,Home & Garden,Air Purifier,1,159.99,0.0,159.99,False
ORD-12572,2024-05-22,CUST-4363,South,Clothing,Rain Coat,1,119.99,0.1,107.99,False
ORD-12022,2024-12-22,CUST-4820,North,Home & Garden,Throw Blanket,3,49.99,0.0,149.97,False
ORD-10030,2024-08-08,CUST-1537,South,Home & Garden,Throw Blanket,1,49.99,0.1,44.99,True
ORD-14771,2024-05-13,CUST-2521,West,Home & Garden,LED Desk Lamp,4,44.99,0.05,170.96,False
ORD-12142,2024-10-08,CUST-2994,East,Clothing,Denim Jeans,2,59.99,0.05,113.98,False
ORD-12751,2024-10-26,CUST-2695,East,Clothing,Running Shoes,3,109.99,0.1,296.97,False
ORD-11384,2024-09-03,CUST-4357,South,Home & Garden,LED Desk Lamp,2,44.99,0.05,85.48,False
ORD-14572,2024-03-18,CUST-4344,South,Home & Garden,Storage Organizer,5,29.99,0.1,134.95,True
ORD-14444,2024-05-07,CUST-4114,West,Clothing,Denim Jeans,1,59.99,0.15,50.99,True
ORD-14629,2024-07-18,CUST-4757,West,Clothing,Denim Jeans,2,59.99,0.05,113.98,False
ORD-11765,2024-05-25,CUST-2968,East,Electronics,Wireless Headphones,3,89.99,0.1,242.97,False
ORD-14946,2024-09-02,CUST-3230,South,Clothing,Denim Jeans,1,59.99,0.2,47.99,False
ORD-13143,2024-07-18,CUST-4044,West,Home & Garden,LED Desk Lamp,5,44.99,0.0,224.95,True
ORD-10450,2024-11-25,CUST-2458,North,Electronics,Wireless Headphones,3,89.99,0.0,269.97,True
ORD-13654,2024-01-04,CUST-4821,West,Clothing,Rain Coat,1,119.99,0.15,101.99,False
ORD-11344,2024-10-14,CUST-2277,North,Electronics,USB-C Hub,5,39.99,0.0,199.95,False
ORD-14027,2024-03-05,CUST-3505,East,Electronics,Bluetooth Speaker,1,59.99,0.0,59.99,False
ORD-12676,2024-05-02,CUST-2847,North,Clothing,Rain Coat,2,119.99,0.05,227.98,False
ORD-11119,2024-02-22,CUST-3328,,Electronics,Smart Watch,1,199.99,0.1,179.99,False
ORD-10324,2024-12-14,CUST-2624,South,Home & Garden,Storage Organizer,1,29.99,0.05,28.49,False
ORD-13223,2024-01-02,CUST-4889,South,Home & Garden,Wall Clock,4,39.99,0.0,159.96,False
ORD-10823,2024-05-12,CUST-3213,North,Home & Garden,Wall Clock,5,39.99,0.0,199.95,True
ORD-12653,2024-01-24,CUST-1277,East,Clothing,Wool Sweater,2,79.99,0.05,151.98,False
ORD-10456,2024-01-23,CUST-4272,South,Home & Garden,Coffee Maker,2,69.99,0.0,139.98,True
ORD-10904,2024-06-18,CUST-3736,West,Clothing,Yoga Pants,1,44.99,0.1,40.49,True
ORD-14401,2024-07-26,CUST-4489,East,Clothing,Cotton T-Shirt,1,24.99,0.25,18.74,False
ORD-10289,2024-08-16,CUST-3064,North,Home & Garden,Wall Clock,1,39.99,0.0,39.99,False
ORD-13354,2024-03-28,CUST-3249,West,Electronics,Wireless Headphones,4,89.99,0.05,341.96,False
ORD-14304,2024-11-21,CUST-2124,South,Electronics,Laptop Stand,1,49.99,0.0,49.99,False
ORD-11106,2024-05-25,CUST-3654,West,Clothing,Denim Jeans,2,59.99,0.05,113.98,False
ORD-11052,2024-12-05,CUST-4252,East,Home & Garden,Air Purifier,2,159.99,0.0,319.98,False
ORD-12638,2024-12-17,CUST-3397,South,Clothing,Yoga Pants,3,44.99,0.2,107.98,False
ORD-12962,2024-05-24,CUST-3345,West,Clothing,Rain Coat,1,119.99,0.1,107.99,False
ORD-13909,2024-05-26,CUST-1263,East,Electronics,Smart Watch,2,199.99,0.1,359.98,False
ORD-14998,2024-11-09,CUST-4144,South,Home & Garden,Air Purifier,1,159.99,0.05,151.99,True
ORD-14024,2024-10-24,CUST-3931,West,Clothing,Wool Sweater,2,79.99,0.05,151.98,False
ORD-11337,2024-10-27,CUST-1619,West,Electronics,Mechanical Keyboard,2,129.99,0.0,259.98,False
ORD-14465,2024-05-14,CUST-2757,South,Clothing,Yoga Pants,2,44.99,0.0,89.98,False
ORD-11801,2024-10-28,CUST-4108,North,Clothing,Winter Jacket,4,149.99,0.0,599.96,False
ORD-10136,2024-07-24,CUST-1766,South,Electronics,Bluetooth Speaker,3,59.99,0.0,179.97,False
ORD-13694,2024-05-12,CUST-4721,South,Clothing,Casual Sneakers,1,89.99,0.05,85.49,False
ORD-11715,2024-12-12,CUST-2396,East,Home & Garden,Wall Clock,3,39.99,0.05,113.97,False
ORD-14431,2024-07-19,CUST-1279,North,Clothing,Rain Coat,2,119.99,0.0,239.98,False
ORD-11527,2024-04-01,CUST-4122,West,Electronics,Mechanical Keyboard,4,129.99,0.05,493.96,False
ORD-10801,2024-03-05,CUST-4735,North,Electronics,LED Monitor,2,299.99,0.0,599.98,False
ORD-13261,2024-07-10,CUST-2385,North,Electronics,Webcam HD,2,79.99,0.0,159.98,False
ORD-13447,2024-10-27,CUST-2352,East,Clothing,Cotton T-Shirt,3,24.99,0.0,74.97,False
ORD-10852,2024-03-11,CUST-3454,North,Clothing,Denim Jeans,2,59.99,0.1,107.98,False
ORD-10532,2024-12-18,CUST-2436,West,Clothing,Yoga Pants,2,44.99,0.0,89.98,False
ORD-12722,2024-11-28,CUST-4410,South,Electronics,Webcam HD,3,79.99,0.0,239.97,False
ORD-13547,2024-06-23,CUST-4036,South,Electronics,USB-C Hub,2,39.99,0.0,79.98,False
ORD-10191,2024-12-20,CUST-3788,North,Home & Garden,Wall Clock,4,39.99,0.05,151.96,False
ORD-12453,2024-05-13,CUST-1834,North,Clothing,Running Shoes,4,109.99,0.1,395.96,False
ORD-10991,2024-10-22,CUST-4753,North,Electronics,Webcam HD,2,79.99,0.15,135.98,False
ORD-14090,2024-10-26,CUST-2478,North,Electronics,USB-C Hub,1,39.99,0.0,39.99,False
ORD-14320,2024-08-19,CUST-3809,West,Electronics,Bluetooth Speaker,1,59.99,0.15,50.99,True
ORD-10603,2024-02-02,CUST-4735,West,Clothing,Yoga Pants,2,44.99,0.05,85.48,False
ORD-10539,2024-02-17,CUST-2480,East,Electronics,Laptop Stand,3,49.99,0.15,127.47,False
ORD-14065,2024-02-15,CUST-3090,West,Clothing,Yoga Pants,2,44.99,0.05,85.48,False
ORD-13260,2024-03-19,CUST-2413,North,Electronics,Bluetooth Speaker,2,59.99,0.1,107.98,False
ORD-13808,2024-01-26,CUST-1304,South,Electronics,Mechanical Keyboard,1,129.99,0.0,129.99,False
ORD-12654,2024-11-11,CUST-4173,South,Home & Garden,Throw Blanket,1,49.99,0.0,49.99,False
ORD-12730,2024-10-18,CUST-4204,West,Clothing,Running Shoes,3,109.99,0.15,280.47,False
ORD-12519,2024-10-05,CUST-2285,South,Electronics,LED Monitor,1,299.99,0.0,299.99,True
ORD-10034,2024-12-06,CUST-2422,West,Electronics,Bluetooth Speaker,1,59.99,0.0,59.99,False
ORD-12287,2024-05-22,CUST-3638,East,Electronics,Webcam HD,1,79.99,0.1,71.99,False
ORD-14160,2024-07-13,CUST-3306,South,Home & Garden,Wall Clock,2,39.99,0.0,79.98,False
ORD-13611,2024-02-03,CUST-4160,East,Electronics,Bluetooth Speaker,1,59.99,0.05,56.99,False
ORD-10743,2024-07-10,CUST-4627,East,Clothing,Cotton T-Shirt,4,24.99,0.1,89.96,False
ORD-12807,2024-03-13,CUST-2995,South,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-13643,2024-06-03,CUST-4798,South,Electronics,Webcam HD,1,79.99,0.05,75.99,False
ORD-12609,2024-01-22,CUST-1593,South,Electronics,LED Monitor,1,299.99,0.05,284.99,False
ORD-10903,2024-08-02,CUST-1825,West,Electronics,Bluetooth Speaker,1,59.99,0.0,59.99,False
ORD-10262,2024-02-10,CUST-3005,East,Clothing,Casual Sneakers,2,89.99,0.0,179.98,False
ORD-14238,2024-10-01,CUST-4093,South,Home & Garden,Plant Pot Set,3,34.99,0.1,94.47,False
ORD-12869,2024-05-01,CUST-4559,East,Clothing,Casual Sneakers,1,89.99,0.1,80.99,False
ORD-11076,2024-05-11,CUST-3970,North,Electronics,Bluetooth Speaker,1,59.99,0.15,50.99,False
ORD-11893,2024-03-11,CUST-2222,North,Electronics,Webcam HD,3,79.99,0.0,239.97,False
ORD-13085,2024-10-09,CUST-1564,West,Clothing,Rain Coat,1,119.99,0.0,119.99,False
ORD-14563,2024-01-05,CUST-1211,North,Electronics,Webcam HD,2,79.99,0.05,151.98,False
ORD-14900,2024-01-28,CUST-1258,North,Electronics,Webcam HD,4,79.99,0.0,319.96,True
ORD-11782,2024-06-22,CUST-2487,East,Clothing,Cotton T-Shirt,1,24.99,0.05,23.74,False
ORD-14847,2024-02-08,CUST-3143,West,Clothing,Cotton T-Shirt,3,24.99,0.2,59.98,False
ORD-14477,2024-05-03,CUST-2550,West,Home & Garden,Wall Clock,5,39.99,0.05,189.95,False
ORD-14289,2024-11-14,CUST-2248,East,Clothing,Running Shoes,1,109.99,0.0,109.99,False
ORD-14328,2024-02-14,CUST-3582,North,Home & Garden,Coffee Maker,2,69.99,0.0,139.98,False
ORD-11506,2024-08-19,CUST-2405,North,Electronics,LED Monitor,2,299.99,0.05,569.98,False
ORD-10121,2024-12-12,CUST-4860,North,Home & Garden,Storage Organizer,1,29.99,0.1,26.99,False
ORD-10789,2024-12-07,CUST-3687,West,Clothing,Winter Jacket,3,149.99,0.1,404.97,False
ORD-10181,2024-02-18,CUST-2538,North,Clothing,Winter Jacket,1,149.99,0.1,134.99,False
ORD-13128,2024-12-28,CUST-1959,East,Electronics,Smart Watch,3,199.99,0.0,599.97,False
ORD-11464,2024-12-13,CUST-2584,North,Clothing,Wool Sweater,2,79.99,0.0,159.98,False
ORD-12028,2024-04-12,CUST-2759,East,Electronics,Laptop Stand,3,49.99,0.0,149.97,False
ORD-13353,2024-07-08,CUST-1412,West,Home & Garden,Plant Pot Set,4,34.99,0.0,139.96,True
ORD-12391,2024-03-07,CUST-3034,South,Clothing,Cotton T-Shirt,2,24.99,0.2,39.98,False
ORD-11031,2024-08-12,CUST-3550,North,Clothing,Denim Jeans,1,59.99,0.1,53.99,False
ORD-10111,2024-03-23,CUST-2031,North,Home & Garden,Coffee Maker,1,69.99,0.0,69.99,True
ORD-10997,2024-02-24,CUST-4988,South,Clothing,Running Shoes,3,109.99,0.25,247.48,False
ORD-14263,2024-05-12,CUST-1147,West,Clothing,Casual Sneakers,2,89.99,0.05,170.98,False
ORD-12299,2024-05-11,CUST-4965,West,Clothing,Running Shoes,1,109.99,0.1,98.99,False
ORD-11683,2024-11-25,CUST-2106,South,Home & Garden,Wall Clock,4,39.99,0.0,159.96,False
ORD-10729,2024-03-06,CUST-4944,North,Electronics,LED Monitor,4,299.99,0.0,1199.96,False
ORD-14185,2024-09-08,CUST-3763,North,Electronics,Laptop Stand,1,49.99,0.1,44.99,False
ORD-13456,2024-07-12,CUST-3210,North,Electronics,USB-C Hub,1,39.99,0.1,35.99,False
ORD-13593,2024-08-21,CUST-4245,South,Electronics,USB-C Hub,1,39.99,0.0,39.99,False
ORD-11932,2024-07-05,CUST-4729,West,Clothing,Yoga Pants,2,44.99,0.1,80.98,False
ORD-12194,2024-02-02,CUST-4729,East,Clothing,Yoga Pants,3,44.99,0.05,128.22,False
ORD-13846,2024-12-03,CUST-3237,West,Clothing,Rain Coat,2,119.99,0.05,227.98,False
ORD-10198,2024-12-01,CUST-1696,North,Clothing,Cotton T-Shirt,4,24.99,0.1,89.96,False
ORD-13704,2024-12-26,CUST-4362,East,Electronics,USB-C Hub,4,39.99,0.0,159.96,False
ORD-13111,2024-04-19,CUST-4529,South,Clothing,Rain Coat,1,119.99,0.0,119.99,False
ORD-10547,2024-10-07,CUST-4969,West,Electronics,LED Monitor,1,299.99,0.0,299.99,False
ORD-10101,2024-09-22,CUST-2130,East,Clothing,Wool Sweater,2,79.99,0.1,143.98,False
ORD-12013,2024-02-02,CUST-3769,East,Home & Garden,LED Desk Lamp,2,44.99,0.1,80.98,False
ORD-11678,2024-03-08,CUST-2069,West,Clothing,Rain Coat,4,119.99,0.15,407.97,False
ORD-10564,2024-05-21,CUST-1950,North,Clothing,Running Shoes,2,109.99,0.2,175.98,False
ORD-11690,2024-03-18,CUST-1277,South,Clothing,Wool Sweater,2,79.99,0.05,151.98,False
ORD-10694,2024-02-18,CUST-2497,South,Clothing,Cotton T-Shirt,3,24.99,0.15,63.72,False
ORD-11499,2024-12-25,CUST-3365,,Electronics,Smart Watch,1,199.99,0.0,199.99,False
ORD-14220,2024-04-22,CUST-4012,South,Clothing,Winter Jacket,1,149.99,0.25,112.49,True
ORD-11686,2024-12-21,CUST-3796,East,Electronics,Mechanical Keyboard,1,129.99,0.0,129.99,False
ORD-11859,2024-10-17,CUST-3431,North,Clothing,Wool Sweater,2,79.99,0.0,159.98,False
ORD-11113,2024-07-16,CUST-3928,East,Home & Garden,Plant Pot Set,1,34.99,0.0,34.99,False
ORD-10748,2024-12-18,CUST-3335,East,Home & Garden,Plant Pot Set,2,34.99,0.0,69.98,True
ORD-13916,2024-10-17,CUST-2333,North,Electronics,USB-C Hub,2,39.99,0.0,79.98,False
ORD-12253,2024-11-02,CUST-2307,East,Home & Garden,LED Desk Lamp,2,44.99,0.1,80.98,False
ORD-12280,2024-04-24,CUST-4261,North,Home & Garden,Air Purifier,3,159.99,0.0,479.97,False
ORD-11608,2024-03-15,CUST-4686,South,Home & Garden,Scented Candles,5,19.99,0.0,99.95,True
ORD-14660,2024-07-01,CUST-3744,West,Clothing,Cotton T-Shirt,2,24.99,0.2,39.98,False
ORD-10704,2024-01-27,CUST-4143,East,Clothing,Wool Sweater,2,79.99,0.05,151.98,False
ORD-10668,2024-03-27,CUST-2752,West,Electronics,Laptop Stand,4,49.99,0.0,199.96,False
ORD-11332,2024-03-20,CUST-2027,East,Electronics,Mechanical Keyboard,1,129.99,0.05,123.49,False
